START_FREQ:100;STOP_FREQ:300;MEASURE_FREQ:200;REF_GAIN:0.000000;
TILT/PAN;-90;-85;-80;-75;-70;-65;-60;-55;-50;-45;-40;-35;-30;-25;-20;-15;-10;-5;0;5;10;15;20;25;30;35;40;45;50;55;60;65;70;75;80;85;90;
0;1.5;-4.8;-1.6;4.6;-10.5;-1.1;-6.4;3.0;-5.2;5.7;-3.7;-5.7;-7.3;4.0;-16.1;-1.1;-11.1;-4.6;4.4;5.8;5.2;0.6;5.4;0.3;1.0;0.9;-3.4;-5.5;-4.6;-12.1;-2.1;-7.0;-2.7;-3.9;0.4;0.8;-4.2;
