START_FREQ:2000;STOP_FREQ:2500;MEASURE_FREQ:2200;REF_GAIN:2.670000;
TILT/PAN;0;5;10;15;20;25;30;35;40;45;50;55;60;65;70;75;80;85;90;95;100;105;110;115;120;125;130;135;140;145;150;155;160;165;170;175;180;185;190;195;200;205;210;215;220;225;230;235;240;245;250;255;260;265;270;275;280;285;290;295;300;305;310;315;320;325;330;335;340;345;350;355;360;
0;-3.3;-4.0;-4.2;-4.7;-6.4;-5.7;-5.8;-5.6;-5.4;-4.8;-4.3;-2.9;-1.6;-0.6;-0.2;0.2;-0.0;-0.4;-1.0;-1.1;-1.1;-1.0;-1.3;-1.7;-1.3;-1.5;-1.7;-2.1;-2.3;-2.3;-3.3;-5.3;-8.7;-11.6;-15.3;-15.8;-13.0;-9.8;-7.6;-5.4;-3.6;-2.0;-0.6;0.4;1.2;0.7;-0.7;-2.7;-7.5;-10.7;-5.5;-1.1;1.1;2.3;2.8;2.4;1.3;-0.6;-3.5;-7.4;-8.7;-7.2;-4.5;-2.9;-2.0;-1.2;-0.6;-2.0;-1.4;-1.8;-2.2;-3.0;-3.7;
