START_FREQ:2000;STOP_FREQ:2500;MEASURE_FREQ:2200;REF_GAIN:2.670000;
TILT/PAN;-115;-110;-105;-100;-95;-90;-85;-80;-75;-70;-65;-60;-55;-50;-45;-40;-35;-30;-25;-20;-15;-10;-5;0;5;10;15;20;25;30;35;40;45;50;55;60;65;70;75;80;85;90;95;100;105;110;115;
0;11.1;4.4;-12.6;1.4;2.6;7.6;3.5;13.4;11.3;-1.1;2.8;-0.4;8.4;8.7;2.2;8.7;5.8;1.6;7.6;11.0;5.2;0.1;5.7;6.6;0.1;7.6;7.5;7.6;10.4;2.0;6.1;6.0;9.5;5.1;3.7;1.5;6.5;3.3;5.9;-3.6;9.6;4.6;2.9;5.8;8.0;10.3;10.0;
