START_FREQ:2000;STOP_FREQ:2500;MEASURE_FREQ:2200;REF_GAIN:2.670000;
TILT/PAN;
0;-11.4;-11.1;-10.8;-9.9;-11.5;-8.8;-6.7;-5.9;-7.3;-8.3;-9.7;-10.1;-12.6;-15.3;-14.4;-6.9;-3.9;-2.3;-1.4;-1.0;-1.2;-2.0;-4.1;-8.8;-14.6;-16.8;-12.2;-11.3;-11.1;-12.5;-14.4;-12.6;-16.1;-15.7;-15.4;-14.3;-12.4;
